main_category,number,sub_category,part_number,barcode_number,description,units,weight,length,brand
Lumber,120,Cedar,LWCQ616,na,5/4x6-16ft.Clear Green S1S2E WRC,EA,16.67,16,na
Lumber,120,Cedar,LWCTG14-EV.125,na,1x4 A-T&G WRC MG KD ev1/8in,EA,13.75,25,na
Lumber,120,Cedar,LWCTG14-EV.25,na,1x4 A-T&G WRC MG KD ev1/4in,EA,13.75,25,na
Lumber,120,Cedar,LWCTG14VG-EV.125,na,1x4 A-T&G WRC VG KD ev1/8in,EA,13.75,25,na
Lumber,120,Cedar,LWF110,na,1x10 CLEAR FJ PRIMED WRC,EA,1.38,10,na
Lumber,120,Cedar,LWF112,na,1x12 CLEAR FJ PRIMED WRC,EA,1.65,12,na
Lumber,120,Cedar,LWF12,na,1x2 CLEAR FJ PRIMED WRC,EA,3.3,12,na
Lumber,120,Cedar,LWF13,na,1x3 CLEAR FJ PRIMED WRC,EA,5.36,13,na
Lumber,120,Cedar,LWF14,na,1x4 CLEAR FJ PRIMED WRC,EA,7.7,14,na
Lumber,120,Cedar,LWF16,na,1x6 CLEAR FJ PRIMED WRC,EA,13.2,16,na
Lumber,120,Cedar,LWF18,na,1x8 CLEAR FJ PRIMED WRC,EA,19.8,18,na
Lumber,120,Cedar,LWF210,na,2x10 CLEAR FJ PRIMED WRC,EA,2.83,10,na
Lumber,120,Cedar,LWF212,na,2x12 CLEAR FJ PRIMED WRC,EA,3.4,12,na
Lumber,120,Cedar,LWF22,na,2x2 CLEAR FJ PRIMED WRC,EA,12.47,22,na
Lumber,120,Cedar,LWF24,na,2x4 CLEAR FJ PRIMED WRC,EA,27.2,24,na
Lumber,120,Cedar,LWF26,na,2x6 CLEAR FJ PRIMED WRC,EA,44.2,26,na
Lumber,120,Cedar,LWF28,na,2x8 CLEAR FJ PRIMED WRC,EA,63.47,28,na
Lumber,120,Cedar,LWFQ10,na,5/4x10 CLEAR FJ PRIMED WRC,EA,28.33,10,na
Lumber,120,Cedar,LWFQ12,na,5/4x12 CLEAR FJ PRIMED WRC,EA,34,12,na
Lumber,120,Cedar,LWFQ3,na,5/4x3 CLEAR FJ PRIMED WRC,EA,3.54,1.25,na
Lumber,120,Cedar,LWFQ4,na,5/4x4 CLEAR FJ PRIMED WRC,EA,3.54,1.25,na
Lumber,120,Cedar,LWFQ6,na,5/4x6 CLEAR FJ PRIMED WRC,EA,3.54,1.25,na
Lumber,120,Cedar,LWFQ8,na,5/4x8 CLEAR FJ PRIMED WRC,EA,3.54,1.25,na
Lumber,120,Cedar,LWFSILL24,na,WINDOW SILL PFJ CEDAR,EA,20.4,24,na
Lumber,120,Cedar,LWK12,na,1x2 Clear KD Cedar S1S2E,EA,3.3,12,na
Lumber,120,Cedar,LWK13,na,1x3 Clear KD Cedar S1S2E,EA,5.36,13,na
Lumber,120,Cedar,LWK14,na,1x4 Clear KD Cedar S1S2E,EA,7.7,14,na
Lumber,120,Cedar,LWT1408,na,1x4-8 ft STK S1S2E WRC,EA,4.4,8,na
Lumber,120,Cedar,LWT1410,na,1x4-10 STK S1S2E WRC,EA,5.5,10,na
Lumber,120,Cedar,LWT1412,na,1x4-12 STK S1S2E WRC,EA,6.6,12,na
Lumber,120,Cedar,LWT1414,na,1x4-14 STK S1S2E WRC,EA,7.7,14,na
Lumber,120,Cedar,LWT1416,na,1x4-16 STK S1S2E WRC,EA,8.8,16,na
Lumber,120,Cedar,LWT1418,na,1x4-18ft. STK S1S2E WRC,EA,9.9,18,na
Lumber,120,Cedar,LWT1608,na,1x6-8 STK S1S2E WRC,EA,6.6,8,na
Lumber,120,Cedar,LWT1610,na,1x6-10 STK S1S2E WRC,EA,8.25,10,na
Lumber,120,Cedar,LWT1612,na,1x6-12 STK S1S2E WRC,EA,9.9,12,na
Lumber,120,Cedar,LWT1614,na,1x6-14 STK S1S2E WRC,EA,11.55,14,na
Lumber,120,Cedar,LWT1616,na,1x6-16 STK S1S2E WRC,EA,13.2,16,na
Lumber,120,Cedar,LWT1618,na,1x6-18ft. STK S1S2E WRC,EA,14.85,18,na
Lumber,120,Cedar,LWT1808,na,1x8- 8ft STK S1S2E WRC,EA,8.8,8,na
Lumber,120,Cedar,LWT1810,na,1x8-10ft STK S1S2E WRC,EA,11,10,na
Lumber,120,Cedar,LWT1812,na,1x8-12ft STK S1S2E WRC,EA,13.2,12,na
Lumber,120,Cedar,LWT1814,na,1x8-14ft STK S1S2E WRC,EA,15.4,14,na
Lumber,120,Cedar,LWT1816,na,1x8-16ft STK S1S2E WRC,EA,17.6,16,na
Lumber,120,Cedar,LWT2408,na,2x4-8ft.TK Western Red Cedar KD,EA,9.07,8,na
Lumber,120,Cedar,LWT2410,na,2x4-10ft.TK Western Red Cedar KD,EA,11.33,10,na
Lumber,120,Cedar,LWT2412,na,2x4-12ft.TK Western Red Cedar KD,EA,13.6,12,na
Lumber,120,Cedar,LWT2414,na,2x4-14ft.TK Western Red Cedar KD,EA,15.87,14,na
Lumber,120,Cedar,LWT2416,na,2x4-16ft.TK Western Red Cedar KD,EA,18.13,16,na
Lumber,120,Cedar,LWT2608,na,2x6-8ft.TK Western Red Cedar KD,EA,13.6,8,na
Lumber,120,Cedar,LWT2610,na,2x6-10ft.TK Western Red Cedar KD,EA,17,10,na
Lumber,120,Cedar,LWT2612,na,2x6-12ft.TK Western Red Cedar KD,EA,20.4,12,na
Lumber,120,Cedar,LWT2614,na,2x6-14ft.TK Western Red Cedar KD,EA,23.8,14,na
Lumber,120,Cedar,LWT2616,na,2x6-16ft.TK Western Red Cedar KD,EA,27.2,16,na
Lumber,120,Cedar,LWT2808,na,2x8-8ft.TK Western Red Cedar KD,EA,18.13,8,na
Lumber,120,Cedar,LWT2810,na,2x8-10ft.TK Western Red Cedar KD,EA,22.67,10,na
Lumber,120,Cedar,LWT2812,na,2x8-12ft.TK Western Red Cedar KD,EA,27.2,12,na
Lumber,120,Cedar,LWT2814,na,2x8-14ft.TK Western Red Cedar KD,EA,31.73,14,na
Lumber,120,Cedar,LWT2816,na,2x8-16ft.TK Western Red Cedar KD,EA,36.27,16,na
Lumber,120,Cedar,LWT4408,na,4x4-8ft.TK Western Red Cedar KD,EA,26.67,8,na
Lumber,120,Cedar,LWT4410,na,4x4-10ft.TK Western Red Cedar KD,EA,33.33,10,na
Lumber,120,Cedar,LWT4412,na,4x4-12ft.TK Western Red Cedar KD,EA,40,12,na
Lumber,120,Cedar,LWTTG14,na,1x4 TK T&G Cedar KD,LF,7.7,14,na
Lumber,120,Cedar,LWTTG1408,na,1x4-8ft.TK T&G Cedar KD,EA,4.4,8,na
Lumber,120,Cedar,LWTTG1410,na,1x4-10ft.TK T&G Cedar KD,EA,5.5,10,na
Lumber,120,Cedar,LWTTG1412,na,1x4-12ft.TK T&G Cedar KD,EA,6.6,12,na
Lumber,120,Cedar,LWTTG1414,na,1x4-14ft.TK T&G Cedar KD,EA,7.7,14,na
Lumber,120,Cedar,LWTTG1416,na,1x4-16ft.TK T&G Cedar KD,EA,8.8,16,na
Lumber,120,Cedar,LWTTG16,na,1x6 TK T&G Cedar KD,LF,13.2,16,na
Lumber,120,Cedar,LWTTG1608,na,1x6-8ft.TK T&G Cedar KD,EA,6.6,8,na
Lumber,120,Cedar,LWTTG1610,na,1x6-10ft.TK T&G Cedar KD,EA,8.25,10,na
Lumber,120,Cedar,LWTTG1612,na,1x6-12ft.TK T&G Cedar KD,EA,9.9,12,na
Lumber,120,Cedar,LWTTG1614,na,1x6-14ft.TK T&G Cedar KD,EA,11.55,14,na
Lumber,120,Cedar,LWTTG1616,na,1x6-16ft.TK T&G Cedar KD,EA,13.2,16,na
Lumber,125,Pine,LPF0012,na,1x2 Primed F/J S4S Pine,LF,0.17,1,na
Lumber,125,Pine,LPF0015,na,1x5 Primed F/J S4S Pine,1,3.33,8,na
Lumber,125,Pine,LPF110,na,1x10 Primed F/J S4S Pine,LF,0.83,1,na
Lumber,125,Pine,LPF11008,na,1x10-8 Primed F/J S4S Pine,EA,6.67,8,na
Lumber,125,Pine,LPF11016,na,1x10-16 Primed F/J S4S Pine,LF,13.33,16,na
Lumber,125,Pine,LPF11208,na,1x12-8 Primed F/J S4S Pine,EA,8,8,na
Lumber,125,Pine,LPF11216,na,1x12-16 Primed F/J S4S Pine,EA,16,16,na
Lumber,125,Pine,LPF01216,na,1x2-16 Primed F/J S4S Pine,EA,2.67,16,na
Lumber,125,Pine,LPF10308,na,1x3-8 Primed F/J S4S Pine,EA,2,8,na
Lumber,125,Pine,LPF01316,na,1x3-16 Primed F/J S4S Pine,EA,4,16,na
Lumber,125,Pine,LPF01408,na,1x4-08 Primed F/J S4S Pine,EA,2.67,8,na
Lumber,125,Pine,LPF01416,na,1x4-16 Primed F/J S4S Pine,EA,5.33,16,na
Lumber,125,Pine,LPF014CEIL,na,5/8x4 PFJ Beaded Ceiling,LF,1.67,1,na
Lumber,125,Pine,LPF10508,na,1x5-8 Primed F/J S4S Pine,EA,3.33,8,na
Lumber,125,Pine,LPF01516,na,1x5-16 Primed F/J S4S Pine,EA,6.67,16,na
Lumber,125,Pine,LPF01608,na,1x6 Primed F/J S4S Pine,EA,4,8,na
Lumber,125,Pine,LPF01616,na,1x6-16 Primed F/J S4S Pine,EA,8,16,na
Lumber,125,Pine,LPF01808,na,1x8-8 Primed F/J S4S Pine,EA,5.33,8,na
Lumber,125,Pine,LPF01816,na,1x8-16 Primed F/J S4S Pine,EA,10.67,16,na
Lumber,125,Pine,LPFQ004,na,5/4X4 Primed F/J Pine,LF,0.42,1,na
Lumber,125,Pine,LPFQ006,na,5/4X6 Primed F/J Pine,LF,0.63,1,na
Lumber,125,Pine,LPFQ408,na,5/4X4-08 Primed F/J Pine,LF,0.42,1,na
Lumber,125,Pine,LPFQ416,na,5/4X4-16 Primed F/J Pine,EA,6.67,16,na
Lumber,125,Pine,LPFQ616,na,5/4X6-16 Primed F/J Pine,EA,10,16,na
Lumber,125,Pine,LPSTEP,na,5/4x12 Pine Stepping,LF,1.25,1,na
Lumber,125,Pine,LPT11008,na,1X10  8ft. #2 PREMIUM PINE S4S,EA,6.67,8,na
Lumber,125,Pine,LPT11010,na,1X10 10ft. #2 PREMIUM PINE S4S,EA,8.33,10,na
Lumber,125,Pine,LPT11012,na,1X10 12ft. #2 PREMIUM PINE S4S,EA,10,12,na
Lumber,125,Pine,LPT11014,na,1X10 14ft. #2 PREMIUM PINE S4S,EA,11.67,14,na
Lumber,125,Pine,LPT11016,na,1X10 16ft. #2 PREMIUM PINE S4S,EA,13.33,16,na
Lumber,125,Pine,LPT11208,na,1X12  8ft. #2 PREMIUM PINE S4S,EA,8,8,na
Lumber,125,Pine,LPT11210,na,1X12 10ft. #2 PREMIUM PINE S4S,EA,10,10,na
Lumber,125,Pine,LPT11212,na,1X12 12ft. #2 PREMIUM PINE S4S,EA,12,12,na
Lumber,125,Pine,LPT11214,na,1X12 14ft. #2 PREMIUM PINE S4S,EA,14,14,na
Lumber,125,Pine,LPT11216,na,1X12 16ft. #2 PREMIUM PINE S4S,EA,16,16,na
Lumber,125,Pine,LPT01408,na,1X4  8ft. #2 PREMIUM PINE S4S,EA,2.67,8,na
Lumber,125,Pine,LPT01410,na,1X4 10ft. #2 PREMIUM PINE S4S,EA,3.33,10,na
Lumber,125,Pine,LPT01412,na,1X4 12ft. #2 PREMIUM PINE S4S,EA,4,12,na
Lumber,125,Pine,LPT01608,na,1X6  8ft. #2 PREMIUM PINE S4S,EA,4,8,na
Lumber,125,Pine,LPT01610,na,1X6 10ft. #2 PREMIUM PINE S4S,EA,5,10,na
Lumber,125,Pine,LPT01612,na,1X6 12ft. #2 PREMIUM PINE S4S,EA,6,12,na
Lumber,125,Pine,LPT01614,na,1X6 14ft. #2 PREMIUM PINE S4S,EA,7,14,na
Lumber,125,Pine,LPT01616,na,1X6 16ft. #2 PREMIUM PINE S4S,EA,8,16,na
Lumber,125,Pine,LPT01808,na,1X8  8ft. #2 PREMIUM PINE S4S,EA,5.33,8,na
Lumber,125,Pine,LPT01810,na,1X8 10ft. #2 PREMIUM PINE S4S,EA,6.67,10,na
Lumber,125,Pine,LPT01812,na,1X8 12ft. #2 PREMIUM PINE S4S,EA,8,12,na
Lumber,125,Pine,LPT01814,na,1X8 14ft. #2 PREMIUM PINE S4S,EA,9.33,14,na
Lumber,125,Pine,LPT10816,na,1X8 16ft. #2 PREMIUM PINE S4S,EA,10.67,16,na
Lumber,130,PMDF,LPMDF11008,na,1X10  8ft PMDF LITE E2E,EA,9.7,8,na
Lumber,130,PMDF,LPMDF11010,na,1X10 10ft PMDF LITE E2E,EA,12.12,10,na
Lumber,130,PMDF,LPMDF11012,na,1X10 12ft PMDF LITE E2E,EA,14.54,12,na
Lumber,130,PMDF,LPMDF11016,na,1X10 16ft PMDF LITE E2E,EA,19.39,16,na
Lumber,130,PMDF,LPMDF11208,na,1X12  8ft PMDF LITE E2E,EA,14.94,8,na
Lumber,130,PMDF,LPMDF11210,na,1X12 10ft PMDF LITE E2E,EA,18.68,10,na
Lumber,130,PMDF,LPMDF11212,na,1X12 12ft PMDF LITE E2E,EA,22.42,12,na
Lumber,130,PMDF,LPMDF11216,na,1X12 16ft PMDF LITE E2E,EA,29.89,16,na
Lumber,130,PMDF,LPMDF1208,na,1X2  8ft PMDF LITE E2E,EA,2.04,8,na
Lumber,130,PMDF,LPMDF1210,na,1X2 10ft PMDF LITE E2E,EA,2.55,10,na
Lumber,130,PMDF,LPMDF1212,na,1X2 12ft PMDF LITE E2E,EA,3.06,12,na
Lumber,130,PMDF,LPMDF1216,na,1X2 16ft PMDF LITE E2E,EA,4.08,16,na
Lumber,130,PMDF,LPMDF1308,na,1X3  8ft PMDF LITE E2E,EA,3.35,8,na
Lumber,130,PMDF,LPMDF1310,na,1X3 10ft PMDF LITE E2E,EA,4.19,10,na
Lumber,130,PMDF,LPMDF1312,na,1X3 12ft PMDF LITE E2E,EA,5.03,12,na
Lumber,130,PMDF,LPMDF1316,na,1X3  16ft PMDF LITE E2E,EA,6.7,16,na
Lumber,130,PMDF,LPMDF1408,na,1X4  8ft PMDF LITE E2E,EA,4.68,8,na
Lumber,130,PMDF,LPMDF1410,na,1X4 10ft PMDF LITE E2E,EA,5.85,10,na
Lumber,130,PMDF,LPMDF1412,na,1X4 12ft PMDF LITE E2E,EA,7.02,12,na
Lumber,130,PMDF,LPMDF1416,na,1X4 16ft PMDF LITE E2E,EA,9.36,16,na
Lumber,130,PMDF,LPMDF1508,na,1X5  8ft PMDF LITE E2E,EA,6.06,8,na
Lumber,130,PMDF,LPMDF1510,na,1X5 10ft PMDF LITE E2E,EA,7.58,10,na
Lumber,130,PMDF,LPMDF1512,na,1X5 12ft PMDF LITE E2E,EA,9.1,12,na
Lumber,130,PMDF,LPMDF1516,na,1X5 16ft PMDF LITE E2E,EA,12.13,16,na
Lumber,130,PMDF,LPMDF1608,na,1X6-8ft PMDF LITE E2E,EA,7.3,8,na
Lumber,130,PMDF,LPMDF1610,na,1X6 10ft PMDF LITE E2E,EA,9.13,10,na
Lumber,130,PMDF,LPMDF1612,na,1X6 12ft PMDF LITE E2E,EA,10.96,12,na
Lumber,130,PMDF,LPMDF1616,na,1X6 16ft PMDF LITE E2E,EA,14.61,16,na
Lumber,130,PMDF,LPMDF1808,na,1X8  8ft PMDF LITE E2E,EA,9.63,8,na
Lumber,130,PMDF,LPMDF1810,na,1X8 10ft PMDF LITE E2E,EA,12.04,10,na
Lumber,130,PMDF,LPMDF1812,na,1X8 12ft PMDF LITE E2E,EA,14.45,12,na
Lumber,130,PMDF,LPMDF1816,na,1X8 16ft PMDF LITE E2E,EA,19.26,16,na
Lumber,130,PMDF,LPMDFH416,na,1/2X4 16ft PMDF LITE E2E,EA,4.68,16,na
Lumber,130,PMDF,LPMDFH616,na,1/2X6 16ft PMDF LITE E2E,EA,7.3,16,na
Lumber,130,PMDF,LPMDFQ416,na,5/4X4 16ft PMDF LITE E2E,EA,12.85,16,na
Lumber,130,PMDF,LPMDFQ616,na,5/4X6 16ft PMDF LITE E2E,EA,20.1,16,na
Lumber,130,PMDF,LPMDFQ816,na,5/4X8 16ft PMDF LITE E2E,EA,26.48,16,na
Lumber,135,Moulding,F510618-16C,na,16ft LITE MDF 618 COL BASE,EA,na,16,OREPAC
Lumber,135,Moulding,F510618-C1,na,MDF 618 COL BASE,LF,na,1,OREPAC
Lumber,135,Moulding,F510623,na,623 3 1/4in COLONIAL BASE,LF,na,1,OREPAC
Lumber,135,Moulding,F510714-16,na,MDF 714 16ft SIERRA BASE,EA,na,16,OREPAC
Lumber,135,Moulding,F510714-C1,na,MDF 16ft LITE 714 SIERRA BASE CC,LF,na,1,OREPAC
Lumber,135,Moulding,F511412-16,na,MDF 412 4 1/4in x 16ft  BASE,EA,na,16,OREPAC
Lumber,135,Moulding,F511412-C1,na,MDF 412 4 1/4in  BASE,LF,na,1,OREPAC
Lumber,135,Moulding,F520356,na,MDF 356 2 1/4inCOLONIAL CSG C2,LF,na,1,OREPAC
Lumber,135,Moulding,F52035670C,na,7ft LITE 356 COLONIAL CSG CC,EA,na,7,OREPAC
Lumber,135,Moulding,LWF1031,na,2x4 Watertable PFJ Cedar,LF,na,1,OREPAC
Lumber,135,Moulding,LWFCNR,na,90 DEG FJ PRIMED CEDAR CORNER 2X4,LF,na,1,OREPAC
Lumber,135,Moulding,LWFSILL,na,2X3 PFJWRC KD SILL,LF,na,1,OREPAC
Lumber,135,Moulding,MCHAMPHER,na,3/4inx16ft Champher strip,EA,na,1,OREPAC
Lumber,135,Moulding,MH100,na,HEM 1-1/2 BN CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH1000,na,HEM 5/8X2-5/8 CHAIR RAIL,LF,na,1,OREPAC
Lumber,135,Moulding,MH1000-08,na,8ft HEM 5/8X2-5/8 CHAIR RAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH1000-10,na,10ft HEM 5/8X2-5/8 CHAIR RAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH1000-12,na,12ft HEM 5/8X2-5/8 CHAIR RAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH1000-16,na,16ft HEM 5/8X2-5/8 CHAIR RAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH100-08,na,8ft HEM 1-1/2 BN CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH100-10,na,10ft HEM 1-1/2 BN CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH100-12,na,12ft HEM 1-1/2 BN CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH100-16,na,16ft HEM 1-1/2 BN CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH1010,na,HEM 1-5/8 PICTURE MOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH1010-08,na,8ft HEM 1-5/8 PICTURE MOULD,EA,na,8,OREPAC
Lumber,135,Moulding,MH1010-10,na,10ft HEM 1-5/8 PICTURE MOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH1010-12,na,12ft HEM 1-5/8 PICTURE MOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH1010-14,na,14ft HEM 1-5/8 PICTURE MOULD,EA,na,14,OREPAC
Lumber,135,Moulding,MH1010-16,na,16ft HEM 1-5/8 PICTURE MOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH1021,na,HEM OS BACK BAND,LF,na,1,OREPAC
Lumber,135,Moulding,MH1021-08,na,OS BACK BAND 8ft HEM,EA,na,8,OREPAC
Lumber,135,Moulding,MH1021-10,na,10ft HEM OS BACK BAND,EA,na,10,OREPAC
Lumber,135,Moulding,MH1021-12,na,12ft HEM OS BACK BAND,EA,na,12,OREPAC
Lumber,135,Moulding,MH1021-16,na,OS BACK BAND 16ft,EA,na,18,OREPAC
Lumber,135,Moulding,MH1030-D,na,1-5/8 HEM DRIP CAP,EA,na,1,OREPAC
Lumber,135,Moulding,MH1050,na,HEM MOULDED BATTEN,LF,na,1,OREPAC
Lumber,135,Moulding,MH1050-06,na,6ft HEM MOULDED BATTEN,EA,na,6,OREPAC
Lumber,135,Moulding,MH1050-07,na,7ft HEM MOULDED BATTEN,EA,na,7,OREPAC
Lumber,135,Moulding,MH1050-08,na,8ft HEM MOULDED BATTEN,EA,na,8,OREPAC
Lumber,135,Moulding,MH1050-10,na,10ft HEM MOULDED BATTEN,EA,na,10,OREPAC
Lumber,135,Moulding,MH1050-12,na,12ft HEM MOULDED BATTEN,EA,na,12,OREPAC
Lumber,135,Moulding,MH110,na,HEM 1-1/2 SAN CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH110-07,na,7ft HEM 1-1/2 SAN CASING,EA,na,7,OREPAC
Lumber,135,Moulding,MH110-08,na,8ft HEM 1-1/2 SAN CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH110-10,na,10ft HEM 1-1/2 SAN CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH110-12,na,12ft HEM 1-1/2 SAN CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH110-14,na,14ft HEM 1-1/2 SAN CASING,EA,na,14,OREPAC
Lumber,135,Moulding,MH110-16,na,16ft HEM 1-1/2 SAN CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH130,na,HEM 2-1/4 SAN CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH130-07,na,7ft HEM 2-1/4 SAN CASING,EA,na,7,OREPAC
Lumber,135,Moulding,MH130-08,na,8ft HEM 2-1/4 SAN CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH130-10,na,10ft HEM 2-1/4 SAN CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH130-12,na,12ft HEM 2-1/4 SAN CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH130-14,na,14ft HEM 2-1/4 SAN CASING,EA,na,14,OREPAC
Lumber,135,Moulding,MH130-16,na,16ft HEM 2-1/4 SAN CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH140,na,HEM 2-1/2 MLD CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH140-07,na,7ft HEM 2-1/2 MLD CASING,EA,na,7,OREPAC
Lumber,135,Moulding,MH140-08,na,8ft HEM 2-1/2 MLD CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH140-10,na,10ft HEM 2-1/2 MLD CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH140-12,na,12ft HEM 2-1/2 MLD CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH140-14,na,14ft HEM 2-1/2 MLD CASING,EA,na,14,OREPAC
Lumber,135,Moulding,MH140-16,na,16ft HEM 2-1/2 MLD CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH150,na,HEM 3-1/4 MLD CASING,LF,na,1,OREPAC
Lumber,135,Moulding,MH150-08,na,8ft HEM 3-1/4 MLD CASING,EA,na,8,OREPAC
Lumber,135,Moulding,MH150-10,na,10ft HEM 3-1/4 MLD CASING,EA,na,10,OREPAC
Lumber,135,Moulding,MH150-12,na,12ft HEM 3-1/4 MLD CASING,EA,na,12,OREPAC
Lumber,135,Moulding,MH150-14,na,14ft HEM 3-1/4 MLD CASING,EA,na,14,OREPAC
Lumber,135,Moulding,MH150-16,na,16ft HEM 3-1/4 MLD CASING,EA,na,16,OREPAC
Lumber,135,Moulding,MH180,na,HEM 2in BRICKMOULD,LF,na,1,OREPAC
Lumber,135,Moulding,MH180-08,na,8ft HEM 2in BRICKMOULD,EA,na,8,OREPAC
Lumber,135,Moulding,MH180-10,na,10ft HEM 2in BRICKMOULD,EA,na,10,OREPAC
Lumber,135,Moulding,MH180-12,na,12ft HEM 2in BRICKMOULD,EA,na,12,OREPAC
Lumber,135,Moulding,MH180-16,na,16ft HEM 2in BRICKMOULD,EA,na,16,OREPAC
Lumber,135,Moulding,MH204,na,HEM 1-1/4 OS CORNER,LF,na,1,OREPAC
Lumber,135,Moulding,MH204-08,na,8ft 1-1/4 OS CORNER,EA,na,8,OREPAC
Lumber,135,Moulding,MH204-10,na,10ft 1-1/4 OS CORNER,EA,na,10,OREPAC
Lumber,135,Moulding,MH204-12,na,12ft 1-1/4 OS CORNER,EA,na,12,OREPAC
Lumber,135,Moulding,MH210,na,HEM 1-1/2 SAN BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH210-07,na,7ft HEM 1-1/2 SAN BASE,EA,na,7,OREPAC
Lumber,135,Moulding,MH210-08,na,8ft HEM 1-1/2 SAN BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH210-09,na,9ft HEM 1-1/2 SAN BASE,EA,na,9,OREPAC
Lumber,135,Moulding,MH210-10,na,10ft HEM 1-1/2 SAN BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH210-12,na,12ft HEM 1-1/2 SAN BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH210-16,na,16ft HEM 1-1/2 SAN BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH230,na,HEM 2-1/4 COMB BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH230-07,na,7ft HEM 2-1/4 COMB BASE,EA,na,7,OREPAC
Lumber,135,Moulding,MH230-08,na,8ft HEM 2-1/4 COMB BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH230-10,na,10ft HEM 2-1/4 COMB BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH230-12,na,12ft HEM 2-1/4 COMB BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH230-14,na,14ft HEM 2-1/4 COMB BASE,EA,na,14,OREPAC
Lumber,135,Moulding,MH230-16,na,16ft HEM 2-1/4 COMB BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH231,na,HEM 1-5/8 HANDRAIL,LF,na,1,OREPAC
Lumber,135,Moulding,MH231-08,na,8ft HEM 1-5/8 HANDRAIL,EA,na,8,OREPAC
Lumber,135,Moulding,MH231-10,na,10ft HEM 1-5/8 HANDRAIL,EA,na,10,OREPAC
Lumber,135,Moulding,MH231-12,na,12ft HEM 1-5/8 HANDRAIL,EA,na,12,OREPAC
Lumber,135,Moulding,MH231-14,na,14ft HEM 1-5/8 HANDRAIL,EA,na,14,OREPAC
Lumber,135,Moulding,MH231-16,na,16ft HEM 1-5/8 HANDRAIL,EA,na,16,OREPAC
Lumber,135,Moulding,MH240,na,HEM 2-1/4 SAN BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH240-08,na,8ft HEM 2-1/4 SAN BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH240-10,na,10ft HEM 2-1/4 SAN BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH240-12,na,12ft HEM 2-1/4 SAN BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH240-14,na,14ft HEM 2-1/4 SAN BASE,EA,na,14,OREPAC
Lumber,135,Moulding,MH240-16,na,16ft HEM 2-1/4 SAN BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH250,na,HEM 2-1/2 SAN BASE,LF,na,1,OREPAC
Lumber,135,Moulding,MH250-06,na,6ft HEM 2-1/2 SAN BASE,EA,na,6,OREPAC
Lumber,135,Moulding,MH250-08,na,8ft HEM 2-1/2 SAN BASE,EA,na,8,OREPAC
Lumber,135,Moulding,MH250-10,na,10ft HEM 2-1/2 SAN BASE,EA,na,10,OREPAC
Lumber,135,Moulding,MH250-12,na,12ft HEM 2-1/2 SAN BASE,EA,na,12,OREPAC
Lumber,135,Moulding,MH250-14,na,14ft HEM 2-1/2 SAN BASE,EA,na,14,OREPAC
Lumber,135,Moulding,MH250-16,na,16ft HEM 2-1/2 SAN BASE,EA,na,16,OREPAC
Lumber,135,Moulding,MH264,na,HEM 2-1/4 LATTICE,LF,na,1,OREPAC
